Pid,Uid,Catname,Region,Time,neighbors,forward_neighbors
4046,[344],67,12,"[11, 4, 13, 3, 1, 10, 0, 22, 8, 23, 19, 2, 12]","[4584, 390, 718, 2161, 2085, 2428, 2948, 4046, 3391, 3261, 4407, 1659, 4806, 958, 3812, 3954, 3711, 4280, 2604, 1848, 4816, 1407, 4393]","[4584, 390, 3391, 2428, 2948, 3261, 4407, 4806, 2161, 718, 958, 3954, 4046, 4280, 2604]"
4047,[59],117,89,"[8, 6, 7, 5]","[4332, 998, 4047, 4513, 3249, 339, 1460, 2396, 2383, 472, 3447, 2364, 4329, 1759, 406]","[4332, 4047, 998, 3249, 339, 2396, 472, 3447, 4513, 1460, 406]"
4048,"[719, 9]",194,31,"[9, 10, 13, 17, 8]","[3557, 936, 1052, 4347, 3496, 4365, 4944]","[3557, 936, 1052]"
4049,[58],70,24,"[9, 8, 12, 7, 10, 11]","[4049, 105, 2966, 4717, 91, 4558, 743, 3507, 493, 3666, 1007, 4236, 37, 4685, 3856, 3192, 1512, 4820, 431, 4511, 3829, 4039, 3066, 4879, 3413, 221, 1480]","[4049, 105, 2966, 91, 4558, 4820, 743, 4511, 3829, 4879, 3413, 493, 3666, 1007, 4236, 37, 221, 4717, 4685, 3856, 3507]"
4050,[520],164,76,"[23, 1, 0, 2, 4, 5, 22, 3]","[2019, 4050, 2389, 4099, 2869, 1539, 2867, 4799, 2774, 3227, 4263, 4315, 972, 4458]","[2019, 4050, 2869, 2867, 4263, 4315, 4458]"
4051,"[909, 995]",194,67,"[22, 18, 16, 10, 17, 14, 15, 21, 23, 0, 20]","[886, 1889, 1804, 3810, 4709, 1563, 4233, 459, 5060, 3296, 89]","[1889, 3810, 4709, 4233, 459, 1804, 886, 89]"
4052,"[713, 928]",82,85,"[10, 8, 15, 18]","[388, 2109, 4052, 4087, 567, 4489, 2302, 4841, 3847, 3469, 3880, 1320, 3737, 1359, 3986]","[388, 2109, 4052, 567, 4489, 4841, 3469, 3986]"
4053,"[728, 7, 971, 615, 420, 242]",107,12,"[9, 15, 11, 8, 22, 18, 12, 10, 0]","[2673, 4255, 4804, 3288, 3663, 3519, 1944, 3297, 910, 1002, 2964, 2628, 1750, 3462]","[4255, 4804, 2673, 3288, 3663, 3297, 910, 2964, 2628, 3462]"
4054,"[466, 182]",70,54,"[9, 10, 16, 12, 13, 18, 15, 11, 17, 20, 14, 8]","[4054, 3519, 1120, 3140, 862, 599, 4148, 3553, 1163, 110, 3760, 4784, 314, 3047, 1020, 3862, 4995, 1994, 1910, 62, 136, 2633, 1447, 3868, 5028, 1416, 3961, 3845, 3234, 4235, 1133, 3528, 4393, 4787, 640, 4538, 1097, 1861, 221, 3720, 2367, 3983, 3812, 2761, 3731, 2333, 1606, 1542, 981, 815, 1003, 5112, 871, 689, 3374, 1747, 2793, 3829, 5090, 374, 4532, 4728, 1567, 2854, 619, 684, 1774, 1352, 1264, 762, 2843, 1740]","[4054, 1120, 3519, 3140, 599, 862, 3553, 4148, 4995, 1163, 136, 3047, 3862, 3845, 1133, 4787, 1994, 1910, 1097, 4784, 221, 2367, 3812, 314, 2761, 3731, 2333, 110, 3760, 1542, 981, 815, 2633, 1003, 1447, 5112, 3868, 1020, 3374, 5028, 1416, 2793, 3961, 3829, 5090, 4728, 619, 684, 1352, 762, 2843]"
4055,[448],117,67,"[19, 9, 10, 20, 17, 16, 11, 12, 18, 15]","[4055, 4014, 3239, 961, 4009, 4242, 3367, 3060, 3694, 2866, 1607, 3711, 3286, 2075, 2728, 2989]","[4055, 4014, 961, 3239, 4242, 3060, 4009, 2866, 1607, 3711, 2075, 2728, 3367, 2989]"
4056,"[204, 546, 966]",115,91,"[7, 12, 9, 11, 22, 14]","[4056, 1793, 3369, 123, 1133, 4367, 1383, 4651, 4887, 3974, 4598, 2838, 3413, 3461, 4233, 4862, 1460]","[4056, 1793, 3369, 123, 1133, 4887, 4598, 2838, 3413, 4233, 1460]"
4057,"[1045, 1033, 754, 545, 875, 91, 597, 437, 52, 129, 958, 338, 495, 531]",12,24,"[1, 15, 23, 2, 0, 18, 19]","[2166, 1943, 4929, 284, 4256, 1688, 3212, 916, 414, 2141, 1165, 1449, 4119, 1453, 4393, 794, 2924, 423, 1070, 4465, 2147, 1859, 1418, 2515, 3827, 3090, 2771]","[284, 1688, 916, 2141, 1449, 1943, 1453, 4393, 2924, 1070, 2147, 2166, 1418, 3827, 2771]"
4058,"[724, 994, 954, 38]",70,76,"[9, 12, 15, 8, 10, 17, 16, 11, 14]","[190, 3432, 1353, 401, 4667, 4058, 3013, 360, 929, 2975, 4638, 547, 1133, 4163, 1778, 3588]","[3432, 1353, 190, 401, 4667, 360, 4058, 3013, 929, 1133, 2975, 1778, 3588]"
4059,"[703, 586, 734, 356, 372, 1067, 824, 527, 269, 1035, 761, 800, 474, 692, 160, 877, 329, 399, 837, 995, 52, 268, 464]",98,54,"[6, 13, 7, 10, 11, 20, 16, 9, 12, 8, 23, 15, 5, 18, 17, 0, 1, 14]","[4059, 4167, 2555, 2171, 704, 934, 1902, 1007, 4134, 4517, 1363, 3349, 3853, 2951, 732, 4609, 4207, 4393, 2328, 5029, 4309, 1836, 1957, 28, 1421, 1436, 292, 3330, 4766, 2017, 346, 3812, 116, 726, 456, 1133, 5023, 3158, 2787, 2970, 1405, 3000, 3519, 2965, 4585, 2239, 3642, 4149, 2237, 544, 2839, 2558, 2087, 5028, 385, 5103, 3842, 1319, 1500, 3515, 1416, 1097, 2449]","[4059, 2171, 4167, 704, 2555, 934, 732, 4207, 2328, 4309, 1957, 1421, 292, 4766, 2017, 3812, 726, 1133, 5023, 3158, 1007, 4134, 1405, 3000, 4517, 1363, 4585, 3642, 4149, 544, 2558, 5028, 385, 3842, 1319, 3515, 1097, 2449]"
4060,"[786, 309, 42, 450, 12, 983, 460]",12,67,"[22, 0, 1, 4, 23]","[4555, 1334, 311, 4060, 1464, 2206, 53, 61, 496, 2266, 2283, 123, 2726, 4274, 110, 3788, 3886, 425, 1133, 2397]","[4555, 4060, 311, 53, 496, 2283, 2726, 110, 1464, 3788, 425, 2397]"
4061,"[529, 994]",115,89,"[19, 6, 11, 10, 17, 5, 18, 20, 21, 7, 23, 8, 15, 12]","[3594, 3310, 459, 3775, 3231, 1083, 4061, 4628, 2715, 276, 339, 582, 4495, 2609, 2945, 4368]","[3594, 3310, 459, 3775, 1083, 4628, 3231, 4061, 2715, 4495, 2609, 2945, 4368]"
4062,"[1058, 954, 816, 722, 260, 1042, 259, 281, 401]",112,67,"[19, 3, 14, 22, 12, 18, 4, 10, 20, 2]","[3040, 3501, 4606, 5111, 397, 4681, 4282, 1100, 4146, 4111, 1442, 536, 4532, 1133, 1137, 2878, 2965, 3655, 4338, 1839, 3946, 4764, 4025]","[3501, 3040, 4681, 4606, 4146, 1442, 4532, 1137, 2965, 4338, 3946, 4025]"
4063,[16],66,72,"[10, 4, 6, 5, 9, 21, 12, 19, 15, 16]","[2348, 1907, 134, 4588, 4063, 1880, 3456, 2443]","[2348, 134, 1907, 4588, 4063, 3456]"
4064,"[449, 341, 694, 932, 367, 775, 685, 16, 961, 336, 240, 343]",40,72,"[11, 22, 12, 23, 16, 8, 17, 18, 13, 10, 14]","[987, 4474, 2348, 777, 134, 991, 4588, 5021, 3587, 995, 2166, 2554, 3660, 1046, 925, 1446, 2141, 3913, 3456, 2470, 4200, 514, 4314, 5033, 2701, 4824, 4704, 945, 958, 2286, 3295]","[2348, 134, 4588, 3587, 2166, 2554, 987, 925, 2141, 3456, 4200, 4314, 2701, 4704, 958, 3295]"
4065,[953],89,67,"[13, 22, 14, 9, 12, 10, 7, 11, 15, 17]","[676, 2044, 4268, 2565, 1288, 859, 3596, 471, 4065, 1998, 3141, 3248, 4136, 4209, 271, 2862, 3229, 4683, 4907]","[676, 2565, 859, 1998, 4268, 3141, 471, 4136, 4065, 4209, 271, 2862, 3229, 4907, 2044]"
4066,"[259, 639, 836, 343, 503, 179, 550, 1071]",30,67,"[13, 18, 12, 17, 20, 14]","[3040, 3316, 1704, 1533, 1716, 1243, 748, 2043, 2237, 3257, 3440, 2513, 2162, 3851, 4989, 752, 2400, 42, 359]","[1716, 3040, 748, 2237, 3440, 3316, 2162, 4989, 1704, 2400, 359]"
4067,[827],70,9,"[17, 9, 14, 8, 16, 11, 13, 18, 15, 10, 12]","[4067, 261, 3955, 2344, 601, 4926, 3914, 912, 3188, 668, 4152, 4303, 3306, 2211, 3054, 1016, 3676, 2706, 3866, 3717, 2795, 3172, 3884, 2305, 4806, 3826, 776, 4924, 4568, 603, 2041, 683, 3388, 3711, 4366, 4772, 11, 1880]","[4067, 261, 601, 3955, 4926, 3914, 912, 3188, 668, 4152, 2211, 4303, 3306, 2344, 2795, 3054, 3172, 2305, 4806, 3826, 776, 4924, 3676, 4568, 603, 683, 3388, 4772, 2706, 3866, 3717]"
4068,"[500, 24, 786, 837, 460, 349]",12,89,"[0, 1, 2, 3, 23, 21, 22, 18]","[4068, 2183, 3788, 79, 425, 5063, 2609, 3697, 1334, 274, 1097, 2135, 5071, 3704, 4361, 1464, 3931, 1269, 171, 3100, 2929, 4348, 1279, 4276, 493, 2479, 1670, 29, 4393, 1132, 754, 1051]","[4068, 3788, 2183, 425, 1097, 5063, 5071, 4361, 3931, 2609, 171, 79, 4348, 3697, 1279, 493, 2479, 29, 1334, 1132, 1051]"
4069,"[839, 754, 470, 262]",117,58,"[12, 15, 8, 19, 18, 23, 1, 6, 7]","[3884, 1860, 4069, 3985, 4765, 4355, 147, 1938, 1071, 4538, 3060, 4647, 3983, 4672, 3714, 3055, 844, 3050, 1070, 3900, 702]","[3985, 3884, 147, 1938, 4069, 1860, 3060, 4672, 3714, 844, 1070, 702]"
4070,"[680, 246, 505, 533, 461, 616, 156, 583, 759, 413, 986, 435, 628, 819]",12,54,"[22, 14, 19, 18, 13, 16, 15, 20, 21, 23]","[3216, 4250, 118, 4105, 3948, 2194, 676, 1001, 3153, 4787, 3063, 5088, 3704, 2173, 2707, 2658, 1390, 1089, 182, 4042, 4307, 2705, 3812, 5084, 2251, 2293, 4549, 3116, 4849, 3308, 657, 1574, 1646]","[3216, 3948, 3153, 3063, 3704, 2707, 2658, 1390, 182, 4307, 3812, 2251, 4549, 4849, 118, 657, 1646]"
4071,"[665, 925, 225, 135, 735, 195, 156, 227]",102,74,"[10, 15, 16, 19, 18, 6, 12, 14]","[1446, 4285, 1195, 1989, 3565, 2969, 2396, 3135, 195, 430, 4942, 3339, 1514, 4393, 4613, 2872, 2712]","[1446, 1195, 3565, 2396, 195, 4942, 1514, 4613, 2712]"
4072,[306],67,7,"[16, 23, 22, 9, 20, 18, 19, 12, 13, 15, 21, 8, 7, 0, 1, 10, 17, 11]","[4072, 552, 2784, 1844, 660, 470, 547, 2794, 549, 4387, 1503, 1591, 2152, 3995, 899, 2608, 385, 591, 726, 33, 3227, 1334, 1775, 1240, 2330, 1197, 839, 4538, 3116, 4816]","[4072, 552, 2784, 547, 1844, 2152, 2794, 549, 899, 660, 2608, 591, 33, 3227, 470, 1503, 1334, 1240, 2330, 1197, 839, 1591, 3116]"
4073,[454],182,23,"[7, 9, 8, 17]","[4073, 3519, 1980, 1512, 2838, 4355, 1492, 903, 768, 3470]","[4073, 3519, 2838, 1492, 903, 3470]"
4074,"[687, 994]",115,76,"[8, 12, 21, 13, 14, 18, 23]","[2200, 3662, 3562, 986, 685, 557, 3082, 3024, 693, 238, 3116, 1747, 5135, 3588]","[2200, 3662, 3562, 557, 3024, 685, 3082, 1747, 3588]"
4075,"[367, 240, 590, 343]",82,20,"[1, 19, 10, 21, 11, 8, 22, 14, 23, 12, 13]","[1460, 987, 3660, 4767, 3257, 3519, 1312, 2639, 2040, 1853, 106, 3926, 804, 3229, 1421, 1880, 1046, 1236]","[1460, 3660, 987, 2040, 1853, 106, 3926, 3519, 3229, 3257, 4767, 1046, 1312, 1236]"
4076,[746],90,67,"[11, 10, 16, 15, 12, 14]","[4076, 4653, 2441, 2000, 3514, 2071, 4199]","[4076, 4653, 2441, 2000, 2071]"
4077,"[1016, 317, 678, 348, 306]",95,19,"[19, 14, 18, 12, 13, 16, 11]","[3617, 4925, 1275, 5038, 4077, 1120, 2152, 213, 116, 4410, 3394, 3531, 3296, 1670, 4944, 4336]","[3617, 5038, 2152, 1275, 116, 4077, 3394, 3296, 4925, 4336]"
4078,"[249, 697]",67,38,"[18, 4, 19, 11, 1, 7, 12, 15, 5, 16, 22, 20, 10, 21, 8, 3, 13, 2, 14, 17]","[4078, 3232, 1805, 3967, 179, 611, 3618, 2276, 3336, 5018, 1002, 1677, 5029, 4940, 1411, 4596, 4530, 2396, 3812, 1431, 1932, 1217, 12, 591, 1097, 219, 332, 2453, 470, 3743]","[4078, 3232, 1805, 611, 3967, 179, 2276, 3336, 5018, 1002, 1677, 5029, 3812, 3618, 1411, 1932, 12, 4596, 332, 2453, 3743]"
4079,[377],163,67,"[11, 2, 9, 13, 15, 23, 3, 14, 17, 22]","[4033, 847, 2832, 5131, 2304, 4877, 2317, 1662, 4164, 3970, 3511, 4119]","[2832, 4033, 2317, 5131, 1662, 2304, 4164, 4877]"
4080,"[294, 939, 51, 357, 405, 281, 877, 292, 819, 478, 460]",112,67,"[4, 14, 1, 23, 21, 3, 10, 2, 13]","[2995, 4282, 1902, 1785, 3765, 4080, 4510, 569, 2868, 3338, 2474, 3017, 2878, 2607, 4829, 2409, 3461, 3555, 4966, 2043, 1323, 4720, 4796, 1353, 657, 1171, 3110, 1965, 1135, 1592, 4088, 1581, 718]","[1902, 569, 2868, 2474, 2878, 2409, 3461, 4080, 3555, 2043, 4720, 1353, 1171, 1965, 4510, 4282, 4088, 2995, 718]"
4081,"[431, 1041]",199,16,"[17, 13, 15, 11, 8, 12, 10, 14, 9]","[3925, 4081, 2047, 2602, 1711, 2559, 754, 4910, 861, 4849, 2956]","[3925, 4081, 2047, 1711, 754, 4910, 861]"
4082,"[467, 262, 760, 1014, 31, 437, 436, 598, 508, 179, 952, 1008, 160, 343]",12,54,"[22, 0, 19, 18, 3, 17, 23, 6, 15]","[2135, 4101, 2952, 586, 1335, 1533, 2622, 4355, 4602, 987, 4034, 4737, 3436, 228, 2419, 3685, 3815, 4386, 369, 2207, 4560, 183, 285, 1795, 549, 3304, 1460, 937, 359]","[4101, 586, 1533, 4355, 987, 4737, 228, 3685, 4386, 2207, 183, 285, 549, 1460, 359]"
4083,"[767, 89, 318, 193, 217, 938, 435, 921, 281, 1030, 1014, 532, 221]",30,67,"[19, 13, 12, 15, 10]","[1259, 3883, 2236, 2798, 1120, 554, 20, 1034, 3420, 4606, 1526, 156, 123, 3217, 1264, 1084, 2560, 3752, 3880, 1334, 5031, 4838, 2703, 165, 1460]","[1259, 1120, 20, 3420, 1526, 3883, 123, 1264, 2560, 3880, 5031, 2703, 1460, 2236]"
4084,"[1072, 475, 363]",70,67,"[10, 11, 9, 12, 14, 8]","[4084, 1154, 2424, 1326, 1634, 3157, 2910, 547, 4393, 3812, 3165, 1435, 116, 70, 4731, 2396, 742, 2545, 1632, 3544, 3519, 1801]","[4084, 1154, 2424, 1326, 1634, 3157, 2910, 2545, 1632, 547, 3544, 4393, 3812, 1801, 3165, 1435, 116, 70, 4731, 2396]"
4085,"[351, 802, 681, 630, 295, 436, 211]",195,67,"[10, 13, 22, 23, 18, 17, 19, 20, 12]","[547, 1521, 2675, 1051, 4233, 4119, 3825, 1414, 3334, 1727, 2175, 714, 3730, 4737, 3620, 4973, 116, 353]","[547, 3825, 1521, 3334, 2175, 714, 4737, 2675, 1051, 4973, 353]"
4086,"[277, 735, 574, 344]",115,88,"[13, 12, 9, 15, 7, 5, 16, 0]","[1242, 1708, 3822, 3339, 308, 3644, 253, 598, 3519, 3850, 1959, 3917, 222, 2488, 3443, 3776]","[1242, 3822, 3644, 1708, 3850, 3917, 2488, 3776]"
4087,"[713, 546, 1006, 320, 501, 548]",109,85,"[10, 9, 12, 16, 17, 19, 11, 6, 18, 13, 20]","[2935, 2925, 388, 4873, 2461, 2109, 4052, 3550, 683, 1144, 4533, 1197, 236, 22, 284, 485, 4841, 3519, 3469, 1141]","[2935, 2925, 2461, 4052, 4873, 236, 284, 485, 2109, 3519, 1141, 3550]"
4088,"[207, 283, 668, 101, 725, 681, 1019, 699, 939, 819, 425]",135,67,"[19, 13, 20, 21, 22, 18]","[3842, 4088, 3535, 4160, 1496, 4393, 1880, 4891, 2540, 2659, 3874, 1319, 547, 4973, 2878, 212, 367, 2280, 4142, 2607, 4080, 4510, 3626, 3715]","[3842, 1496, 4393, 4088, 4891, 3535, 2659, 1319, 4973, 212, 2280, 2607, 4510, 3715]"
4089,"[987, 1060, 1039, 967, 422, 677, 133, 156, 795]",12,58,"[17, 14, 19, 16, 15, 21]","[4489, 3519, 3891, 1460, 3565, 962, 375, 1195, 1497, 3294, 2468, 1098, 2040, 4221, 1838]","[4489, 3565, 1195, 2468, 1460, 3519, 1838]"
4090,[286],67,23,"[13, 11, 20, 3, 23, 14, 18, 10, 0, 21, 15, 22, 16, 1]","[21, 2482, 207, 82, 587, 499, 1184, 27, 4726]","[21, 587, 82, 207, 1184, 499]"
4091,[543],45,54,"[18, 10, 8, 22, 1, 12, 20, 0, 19, 21, 2, 15, 23, 7, 14, 13]","[2417, 2491, 1272, 1294, 4091, 3444, 907]","[2417, 1272, 2491, 1294, 4091]"
4092,"[495, 981, 2, 45, 6, 291, 1043, 398, 677]",186,54,"[20, 15, 21, 14, 13, 19]","[4427, 1403, 3066, 3410, 1317, 2251, 3261, 5107, 663, 1652, 3130, 1482, 2166, 2396, 614, 484, 5090, 1965, 3507, 303, 3838, 3604]","[1403, 3410, 2251, 5107, 1652, 1482, 2396, 484, 1965, 303, 3604]"
4093,"[494, 964, 985, 542, 710, 413, 437, 845, 33, 810, 1013, 647, 151, 76, 600, 349, 692, 532, 711, 517, 995, 157, 58, 231, 482, 899, 133, 390]",75,54,"[20, 17, 16, 23, 19, 22, 0, 13, 12, 15, 11, 21, 18]","[1333, 5000, 1197, 4524, 4696, 2737, 1820, 1989, 105, 3004, 1935, 1705, 2790, 4386, 2656, 3357, 4942, 1476, 3153, 1001, 1007, 1449, 576, 3009, 1097, 2320, 1264, 919, 2033, 1460, 1356, 627, 2805, 4235, 2409, 3565, 4408, 1880, 966, 4700, 4772, 547, 2668, 3531, 3818, 1865, 954, 3235, 4489, 4523, 1596, 1949, 4977, 1480, 128, 2239, 1831, 2141, 3461, 531]","[1333, 1820, 105, 1935, 2790, 4524, 2656, 4942, 1001, 1449, 3009, 2320, 919, 1460, 627, 4235, 3565, 4696, 1880, 2737, 4700, 547, 2668, 3818, 1865, 3235, 4523, 1949, 1480, 2239, 2141, 531]"
4094,"[691, 1056, 953, 818, 1002, 88]",4,31,"[21, 20, 0, 5, 22, 19]","[471, 1914, 3621, 5024, 1570, 440, 25, 1639, 1775, 3830, 1705, 4687, 3286]","[471, 1914, 3621, 25, 1775, 5024, 1705, 1570]"
4095,"[299, 9, 780, 885, 994, 687, 426]",115,74,"[14, 18, 8, 17, 21, 9, 7, 6, 15, 16, 20, 11, 10, 0]","[1613, 339, 3437, 476, 4872, 3398, 2729, 1281, 4095, 948, 900, 4340, 3967, 2708, 4625, 462, 4812, 4246, 1876, 1369, 3789]","[339, 3437, 4872, 476, 3398, 1613, 2729, 3967, 2708, 4095, 948, 4625, 1281, 4812, 4246, 3789]"
4096,[981],70,67,"[12, 15, 11, 10, 8, 9]","[4096, 2893, 4000, 547, 3110, 1059, 5028, 4567, 4184, 2130, 1197, 599, 2734]","[4096, 2893, 4000, 1059, 547, 4184, 2130, 2734]"
4097,[484],70,54,"[20, 18, 19, 9, 12, 11, 23, 22, 14, 1, 0, 17]","[4097, 946, 1219, 1629, 942, 4182, 1447, 577, 1846, 91, 5020, 5009, 3453, 4879, 3625, 392, 2140, 4498, 1214, 2473, 4, 3198, 1820, 3424, 3427, 614, 2481, 2048, 3330, 312]","[4097, 1629, 4182, 577, 91, 5009, 4879, 392, 4498, 2473, 946, 3198, 3424, 614, 2048, 312]"
4098,[862],111,32,"[19, 15, 23, 1, 21, 10, 12]","[2636, 4098, 3428, 1651, 4880, 3563, 3519, 2214]","[2636, 4098, 3428, 3563, 4880, 1651]"
4099,"[520, 740]",153,76,"[20, 19, 22, 21, 16, 15, 23, 17, 13, 18, 1, 2, 3, 0, 14, 12]","[3227, 1539, 2389, 2774, 4050, 4315, 3590, 972, 4099, 4799, 1643, 5067, 4458, 1978, 3241, 545, 706, 422, 5080, 3645, 2984, 1457, 2019, 2869, 2247, 305, 777, 3827, 1197, 781, 1789]","[3227, 2389, 4050, 4315, 1539, 4799, 4099, 3590, 972, 3241, 422, 5080, 2774, 3645, 2984, 4458, 1457, 1978, 2019, 2869, 2247, 3827, 781]"
4100,"[485, 477]",201,67,"[22, 18, 20, 21, 19]","[4797, 1454, 3020, 619, 3521, 3037, 1478]","[4797, 619, 3521, 3037, 1454, 3020]"
4101,"[681, 1078, 530, 129, 31, 760, 436, 833, 211, 482, 744, 655, 338]",12,54,"[20, 12, 17, 19, 0, 1, 3, 15, 4, 18, 22, 14, 16, 23, 21]","[507, 2135, 1399, 3519, 4101, 2432, 3685, 4082, 3120, 1807, 4833, 2834, 3812, 4272, 109, 571, 243, 4737, 2566, 4353, 1258, 780, 228, 2836, 2699, 52, 1442, 4393, 4430, 4825, 4792, 407, 842, 51, 2087, 3505, 3648, 3553, 822, 1478, 1645, 1594, 751]","[3685, 507, 3120, 4833, 2135, 2834, 1399, 4272, 571, 4737, 4353, 780, 4101, 2836, 52, 4393, 4825, 407, 51, 2432, 3505, 822, 1594, 751]"
4102,"[29, 664]",12,31,"[2, 1, 20, 0, 21]","[2608, 4223, 2230, 1380, 2158, 5134, 3812, 4964, 2189, 3519, 1530]","[2608, 2230, 4223, 3812, 1530]"
4103,"[274, 10, 552, 924, 660, 81, 330]",117,67,"[8, 13, 18, 9, 7, 2, 6, 10, 16, 5, 12, 19, 15, 11, 14, 17, 20]","[4103, 1865, 4187, 759, 127, 1292, 3128, 3514, 389, 2447, 4166, 3656, 3812, 2409, 2607, 3132, 2371, 3261, 3387, 28, 548, 2833, 3272, 1880, 4430, 1197, 4581, 297, 496, 2194, 1526, 3829, 2025, 3820, 4164, 4399, 3453, 2376, 2822, 4186, 4811, 2544, 3461, 2071, 3296, 1398, 1517, 1118, 762, 2496, 3819, 1116, 4735, 4609, 142, 2251, 707, 42, 2393, 2921, 769, 319, 2075, 4462, 1133]","[4103, 1865, 759, 127, 4187, 1292, 3514, 3132, 2447, 2607, 4166, 2371, 389, 3829, 3820, 3656, 3261, 3387, 28, 3812, 548, 2833, 3272, 2376, 4430, 2822, 1197, 3128, 2544, 2071, 3296, 1398, 2496, 3819, 1116, 4609, 2251, 4581, 297, 496, 707, 1880, 2393, 769, 2075, 2194, 1133]"
4104,"[917, 760]",70,24,"[9, 1, 7, 16, 10, 8, 15, 11]","[1525, 4104, 2769, 510, 4379, 13, 2880, 772, 1571, 3983]","[1525, 510, 4379, 4104, 13, 2880, 772, 3983]"
4105,"[916, 156, 503, 164, 338, 13]",166,74,"[13, 16, 12, 11, 10, 0]","[4105, 1933, 3034, 3128, 4043, 2598, 2791, 173, 4070, 34, 3335, 2451, 1902, 3586, 1512, 4812, 1226, 3278, 1939, 1312, 243]","[4043, 2791, 4105, 4070, 3335, 1902, 1512, 4812, 3278, 3034, 1312, 243]"
4106,[760],142,74,"[15, 18, 19, 9, 17, 10, 12, 0, 11]","[1892, 1130, 4147, 5119, 4106, 582, 2670, 2769, 510, 1938, 183, 2503, 3721, 4639]","[1892, 2769, 510, 5119, 1938, 4106, 2503, 3721, 4639]"
4107,[823],182,4,"[20, 18, 19, 14]","[4107, 1143, 4568, 4712, 3199, 1694]","[4107, 1143, 1694, 4568, 4712, 3199]"
4108,"[455, 985, 1028, 716, 359, 384]",187,67,"[17, 22, 23, 16, 18]","[3456, 1483, 4108, 3328, 2890, 4447, 1660, 2831, 4597, 4973, 2511, 1333, 160, 2531, 2032, 4521, 3055]","[3456, 2890, 1660, 4597, 2511, 1483, 160, 4108, 2032, 3055]"
4109,"[109, 429, 197]",112,68,"[21, 16, 14, 23, 0, 18, 15, 20, 11]","[1984, 3911, 3108, 2755, 4695, 2689, 429, 1134, 2626, 3492, 1903, 3446, 3676, 4970, 3487, 2887]","[2755, 4695, 1984, 2689, 3492, 429, 1903, 3108, 3676, 4970, 2887]"
4110,[831],70,67,"[17, 12, 10, 8, 9, 11, 15, 14]","[2937, 125, 4110, 1446, 1075, 1630, 1989, 1627, 4117, 837, 1554, 2439]","[2937, 125, 4110, 1075, 1989, 1627, 4117, 1446, 1554, 2439]"
4111,"[279, 401, 4, 410, 856, 1005, 187, 947, 151, 61, 165, 707, 885, 1029, 107, 252, 99, 320]",152,30,"[19, 9, 14, 21, 13, 16, 17, 12, 8, 20, 10, 6, 15, 22, 0, 23]","[2303, 4894, 850, 3412, 566, 1830, 4807, 3074, 3922, 2359, 603, 1893, 652, 4675, 1239, 4482, 3068, 1232, 2614, 494, 2010, 2480, 1197, 3687, 2, 2559, 624, 776, 966, 1819, 1466, 709, 194, 4143, 1679, 1536, 4644, 4291, 3461, 3738, 749, 3039, 3623, 2475, 4873, 2041, 83, 542, 4062, 2070, 3195, 339, 549, 3547, 4190, 2452, 485, 3549]","[850, 1893, 1239, 1232, 4807, 2303, 4894, 603, 1197, 2559, 624, 966, 1466, 194, 1679, 4644, 4291, 566, 3738, 4482, 1830, 3068, 749, 3623, 2475, 3922, 4873, 2041, 83, 542, 4062, 2614, 494, 2010, 2070, 2359, 3195, 549, 2480, 4190, 2452, 3549]"
4112,"[574, 1077]",141,19,"[20, 4, 17, 21, 23, 6, 22]","[1017, 2298, 2608, 4365, 3208, 213, 2330, 660, 4466, 2569]","[1017, 2608, 2298, 2569]"
4113,"[550, 90, 218, 467, 251, 722]",117,24,"[21, 17, 18, 9, 19, 8, 16, 12, 15]","[4579, 4449, 4507, 453, 3572, 4113, 2961, 2268, 1704, 2795, 4903, 3171, 2400, 1831, 3862, 1197, 536, 974]","[4449, 4579, 4507, 2268, 1704, 4903, 1831, 3572, 4113, 2961, 1197, 974]"
4114,[297],164,67,"[17, 8, 7, 20, 6, 9]","[932, 4114, 3519, 1114, 907, 310, 64, 3263, 2648, 4754, 619, 3397, 75, 2409, 3221, 5112, 446]","[932, 4114, 3519, 1114, 310, 64, 3397, 3221, 907, 3263, 446]"
4115,[235],70,24,"[19, 18, 20, 17, 3]","[2239, 4115, 5089, 12, 2396, 619, 2166, 3413, 1128]","[2239, 4115, 12, 1128]"
4116,[1001],70,67,"[7, 10, 11, 17]","[92, 636, 4116, 3813, 4686, 1657, 1512, 1133, 2409]","[92, 3813, 636, 1512, 4116, 2409, 4686]"
4117,"[311, 493, 55, 503, 831, 179]",61,67,"[9, 19, 11, 8, 13, 7, 18]","[4117, 3381, 420, 2419, 3328, 2792, 3316, 5008, 2525, 1801, 1336, 4447, 4489, 2231, 221, 809, 1460, 1567, 4224, 2033, 2409, 5133, 4575, 2323, 3430, 4110, 2650]","[4117, 3381, 420, 3328, 2419, 2525, 1336, 809, 2792, 4575, 3430, 3316, 2650]"
4118,[198],145,89,"[8, 9, 16, 15]","[3313, 379, 4118]","[379, 3313, 4118]"
4119,"[951, 238, 599, 1053, 377, 295, 495, 15, 338, 531]",195,67,"[23, 10, 22, 8, 16, 18, 15, 20]","[1216, 2894, 3351, 3147, 2075, 3703, 4820, 37, 4085, 3658, 4079, 39, 4832, 657, 4057, 5084, 2607]","[2075, 4820, 4085, 1216, 4079, 4832, 4057, 2894, 2607, 3351]"
